"","FY","Customer","Breakout","Amount","Category"
"2018",2003,"Other DoD","ERS",389009431,"Services"
"2019",2003,"Other DoD","Ships",27416959,"Products"
"2020",2003,"Other DoD","Applied Research (6.2)",2531877,"R&D"
"2021",2004,"Air Force","Ground Vehicles",38969880,"Products"
"2022",2004,"Air Force","Adv. Technology Dev. (6.3)",154107066,"R&D"
"2023",2004,"Air Force","Basic Research (6.1)",74038923,"R&D"
"2024",2004,"Air Force","ICT",114483606,"Services"
"2025",2004,"Air Force","Basic Research (6.1)",169143569,"R&D"
"2026",2004,"Air Force","PAMS",1764910201,"Services"
"2027",2004,"Air Force","Aircraft",4380008,"Products"
"2028",2004,"Air Force","Electronics & Communications",10471618,"Products"
"2029",2004,"Army","ERS",523830175,"Services"
"2030",2004,"Army","FRS&C",1848360,"Services"
"2031",2004,"Army","Other",234438016,"Products"
"2032",2004,"Army","Adv. Component Dev. & Prototypes (6.4)",1311969085,"R&D"
"2033",2004,"Army","Operational Systems Dev. (6.7)",19571431,"R&D"
"2034",2003,"Navy","Fuels",98540,"Products"
"2035",2003,"Navy","Aircraft",644630926,"Products"
"2036",2003,"Navy","Engines & Power Plants",97699782,"Products"
"2037",2003,"Navy","Fuels",100621,"Products"
"2038",2003,"Navy","Missiles & Space",17574446,"Products"
"2039",2003,"Navy","PAMS",465691679,"Services"
"2040",2003,"Navy","PAMS",614017464,"Services"
"2041",2003,"Navy","System Dev. & Demonstration (6.5)",5858875,"R&D"
"2042",2003,"Navy","Ships",9767529,"Products"
"2043",2003,"Navy","ERS",987812666,"Services"
"2044",2003,"Navy","Other",959554,"Products"
"2045",2003,"Navy","Adv. Component Dev. & Prototypes (6.4)",278051926,"R&D"
"2046",2003,"Navy","Operational Systems Dev. (6.7)",37077423,"R&D"
"2047",2003,"Navy","Clothing & Subsistence",194180609,"Products"
"2048",2003,"Navy","Engines & Power Plants",1023403590,"Products"
"2049",2003,"Navy","PAMS",553490286,"Services"
"2050",2003,"Navy","Applied Research (6.2)",45725534,"R&D"
"2051",2003,"Navy","Ships",478229,"Products"
"2052",2003,"Other DoD","Electronics & Communications",31704170,"Products"
"2053",2003,"Other DoD","Electronics & Communications",1082160778,"Products"
"2054",2003,"Other DoD","FRS&C",20152220,"Services"
"2055",2003,"Other DoD","Operation of Government R&D Facilities",15597374,"R&D"
"2056",2004,"Air Force","Electronics & Communications",464027740,"Products"
"2057",2004,"Air Force","Clothing & Subsistence",266848,"Products"
"2058",2004,"Air Force","Operation of Government R&D Facilities",11622490,"R&D"
"2059",2004,"Air Force","Missiles & Space",3588933,"Products"
"2060",2004,"Air Force","Electronics & Communications",183417283,"Products"
"2061",2004,"Air Force","Ground Vehicles",0,"Products"
"2062",2004,"Air Force","PAMS",3759868361,"Services"
"2063",2004,"Air Force","System Dev. & Demonstration (6.5)",117481435,"R&D"
"2064",2004,"Air Force","Basic Research (6.1)",37621296,"R&D"
"2065",2004,"Army","Clothing & Subsistence",4548200,"Products"
"2066",2004,"Army","Electronics & Communications",5839435572,"Products"
"2067",2004,"Army","Adv. Component Dev. & Prototypes (6.4)",679277568,"R&D"
"2068",2004,"Army","Operation of Government R&D Facilities",40721885,"R&D"
"2069",2004,"Army","Engines & Power Plants",564310421,"Products"
"2070",2004,"Army","ERS",719214638,"Services"
"2071",2004,"Army","Other",404172615,"Products"
"2072",2004,"Army","Adv. Technology Dev. (6.3)",80099881,"R&D"
"2073",2004,"Army","Applied Research (6.2)",102797273,"R&D"
"2074",2004,"Army","Electronics & Communications",251118426,"Products"
"2075",2004,"Army","FRS&C",3790746,"Services"
"2076",2004,"Army","ERS",1526712879,"Services"
"2077",2004,"Army","Clothing & Subsistence",91000,"Products"
"2078",2004,"Army","Adv. Technology Dev. (6.3)",59652449,"R&D"
"2079",2004,"Army","Applied Research (6.2)",50887979,"R&D"
"2080",2004,"DLA","Electronics & Communications",1204624275,"Products"
"2081",2004,"DLA","Engines & Power Plants",156968304,"Products"
"2082",2003,"Navy","Operation of Government R&D Facilities",1167673,"R&D"
"2083",2003,"Navy","ERS",141977601,"Services"
"2084",2003,"Navy","Other",9228116,"Products"
"2085",2003,"Navy","System Dev. & Demonstration (6.5)",182354058,"R&D"
"2086",2003,"Navy","Adv. Component Dev. & Prototypes (6.4)",141264872,"R&D"
"2087",2003,"Navy","Ships",6807825787,"Products"
"2088",2003,"Navy","Aircraft",322197,"Products"
"2089",2003,"Navy","Launchers & Munitions",814970472,"Products"
"2090",2003,"Other DoD","Engines & Power Plants",1792584,"Products"
"2091",2003,"Other DoD","ERS",119866240,"Services"
"2092",2003,"Other DoD","ICT",11861255,"Services"
"2093",2003,"Other DoD","Other",2407826,"Products"
"2094",2003,"Other DoD","ERS",2266645,"Services"
"2095",2003,"Other DoD","Other",57776826,"Products"
"2096",2003,"Other DoD","Basic Research (6.1)",290718792,"R&D"
"2097",2003,"Other DoD","Electronics & Communications",102548,"Products"
"2098",2003,"Other DoD","Basic Research (6.1)",72067211,"R&D"
"2099",2004,"Air Force","Launchers & Munitions",147710033,"Products"
"2100",2004,"Air Force","FRS&C",7667887,"Services"
"2101",2004,"Air Force","Missiles & Space",1933191896,"Products"
"2102",2004,"Air Force","Adv. Technology Dev. (6.3)",1395047516,"R&D"
"2103",2004,"Air Force","Applied Research (6.2)",1542362208,"R&D"
"2104",2004,"Air Force","Other",993670380,"Products"
"2105",2004,"Air Force","Clothing & Subsistence",114937,"Products"
"2106",2004,"Army","Engines & Power Plants",1240420344,"Products"
"2107",2004,"Army","Fuels",207,"Products"
"2108",2004,"Army","ICT",7663221,"Services"
"2109",2004,"Army","Launchers & Munitions",291860011,"Products"
"2110",2004,"Army","MED",9641608,"Services"
"2111",2004,"Army","ICT",3265415517,"Services"
"2112",2004,"Army","Launchers & Munitions",167193266,"Products"
"2113",2004,"Army","PAMS",2564264413,"Services"
"2114",2004,"Army","System Dev. & Demonstration (6.5)",203724673,"R&D"
"2115",2004,"Army","Electronics & Communications",110037473,"Products"
"2116",2004,"Army","ERS",64222444,"Services"
"2117",2004,"Army","Other",100614264,"Products"
"2118",2004,"Army","Operational Systems Dev. (6.7)",84286247,"R&D"
"2119",2004,"Army","FRS&C",6349692,"Services"
"2120",2004,"Army","Ground Vehicles",16856476,"Products"
"2121",2004,"Army","Operational Systems Dev. (6.7)",1171149,"R&D"
"2122",2004,"DLA","Engines & Power Plants",504805778,"Products"
"2123",2004,"DLA","Fuels",3715812,"Products"
"2124",2004,"DLA","ICT",499205770,"Services"
"2125",2004,"DLA","Launchers & Munitions",9521087,"Products"
"2126",2004,"DLA","PAMS",1376264,"Services"
"2127",2004,"DLA","PAMS",147570,"Services"
"2128",2004,"DLA","Electronics & Communications",10330125,"Products"
"2129",2004,"DLA","Ground Vehicles",468310281,"Products"
"2130",2004,"DLA","Other",899433,"Products"
"2131",2003,"DLA","PAMS",244281,"Services"
"2132",2003,"DLA","ERS",862689,"Services"
"2133",2003,"DLA","Other",24838375,"Products"
"2134",2003,"DLA","Applied Research (6.2)",9285613,"R&D"
"2135",2003,"DLA","PAMS",26619313,"Services"
"2136",2003,"DLA","Ground Vehicles",6111436,"Products"
"2137",2003,"MDA","Operation of Government R&D Facilities",171848498,"R&D"
"2138",2003,"MDA","Adv. Component Dev. & Prototypes (6.4)",48468524,"R&D"
"2139",2003,"MDA","Applied Research (6.2)",12916394,"R&D"
"2140",2003,"Navy","Ground Vehicles",38205041,"Products"
"2141",2003,"Navy","Applied Research (6.2)",41869878,"R&D"
"2142",2003,"Navy","MED",125016,"Services"
"2143",2003,"Navy","FRS&C",8261022054,"Services"
"2144",2003,"Navy","ICT",1267937,"Services"
"2145",2003,"Navy","Applied Research (6.2)",2667971,"R&D"
"2146",2003,"Navy","Ground Vehicles",626178,"Products"
"2147",2003,"Navy","ICT",2173356,"Services"
"2148",2003,"Navy","Adv. Technology Dev. (6.3)",76899443,"R&D"
"2149",2003,"Navy","Applied Research (6.2)",37647501,"R&D"
"2150",2003,"Navy","Basic Research (6.1)",81911856,"R&D"
"2151",2003,"Navy","PAMS",5678581122,"Services"
"2152",2003,"Navy","Aircraft",40915817,"Products"
"2153",2003,"Navy","Fuels",10359732,"Products"
"2154",2003,"Navy","Ground Vehicles",8323633,"Products"
"2155",2003,"Navy","Electronics & Communications",19708567,"Products"
"2156",2003,"Other DoD","Aircraft",121878056,"Products"
"2157",2003,"Other DoD","PAMS",73003977,"Services"
"2158",2003,"Other DoD","System Dev. & Demonstration (6.5)",11577064,"R&D"
"2159",2003,"Other DoD","Missiles & Space",452297,"Products"
"2160",2003,"Other DoD","Clothing & Subsistence",49948552,"Products"
"2161",2003,"Other DoD","Other",533563725,"Products"
"2162",2003,"Other DoD","Applied Research (6.2)",558428382,"R&D"
"2163",2003,"Other DoD","ERS",-666845,"Services"
"2164",2003,"Other DoD","Launchers & Munitions",16788900,"Products"
"2165",2003,"Other DoD","Adv. Component Dev. & Prototypes (6.4)",6174563,"R&D"
"2166",2004,"Air Force","Engines & Power Plants",3740702638,"Products"
"2167",2004,"Air Force","Missiles & Space",5418748,"Products"
"2168",2004,"Air Force","Aircraft",1537234536,"Products"
"2169",2004,"Air Force","Electronics & Communications",3294895653,"Products"
"2170",2004,"Air Force","PAMS",902546022,"Services"
"2171",2004,"Air Force","ERS",129742031,"Services"
"2172",2004,"Air Force","FRS&C",5515081996,"Services"
"2173",2004,"Air Force","Engines & Power Plants",2368179,"Products"
"2174",2004,"Air Force","Engines & Power Plants",6408723,"Products"
"2175",2004,"Air Force","PAMS",1534606613,"Services"
"2176",2004,"Air Force","System Dev. & Demonstration (6.5)",125877,"R&D"
"2177",2004,"Air Force","Other",16721765,"Products"
"2178",2004,"Air Force","FRS&C",2717432,"Services"
"2179",2004,"Air Force","Other",577979582,"Products"
"2180",2004,"Air Force","System Dev. & Demonstration (6.5)",1209826095,"R&D"
"2181",2004,"Air Force","Ground Vehicles",1732700,"Products"
"2182",2004,"Air Force","ICT",2867307573,"Services"
"2183",2004,"Air Force","Launchers & Munitions",11854160,"Products"
"2184",2004,"Air Force","PAMS",1904191219,"Services"
"2185",2004,"Air Force","Operation of Government R&D Facilities",15735384,"R&D"
"2186",2004,"Air Force","Electronics & Communications",109729,"Products"
"2187",2004,"Air Force","ERS",120740004,"Services"
"2188",2004,"Air Force","Other",36730559,"Products"
"2189",2004,"Air Force","ERS",19883096,"Services"
"2190",2004,"Air Force","Other",3886047,"Products"
"2191",2004,"Air Force","Operational Systems Dev. (6.7)",59191,"R&D"
"2192",2004,"Air Force","Basic Research (6.1)",86763790,"R&D"
"2193",2004,"Air Force","Launchers & Munitions",1683681875,"Products"
"2194",2004,"Air Force","System Dev. & Demonstration (6.5)",49228787,"R&D"
"2195",2004,"Army","Aircraft",215039700,"Products"
"2196",2004,"Army","FRS&C",13679109,"Services"
"2197",2004,"Army","Basic Research (6.1)",221260349,"R&D"
"2198",2004,"Army","Other",897543119,"Products"
"2199",2004,"Army","System Dev. & Demonstration (6.5)",146574562,"R&D"
"2200",2004,"Army","PAMS",9481415517,"Services"
"2201",2004,"Army","System Dev. & Demonstration (6.5)",-92800,"R&D"
"2202",2004,"Army","Clothing & Subsistence",13765763,"Products"
"2203",2004,"Army","FRS&C",163984968,"Services"
"2204",2004,"Army","Fuels",35381,"Products"
"2205",2004,"DLA","Aircraft",9865285,"Products"
"2206",2004,"DLA","Missiles & Space",2106444,"Products"
"2207",2004,"DLA","Other",1479066378,"Products"
"2208",2004,"DLA","System Dev. & Demonstration (6.5)",8458994,"R&D"
"2209",2004,"DLA","PAMS",23676299,"Services"
"2210",2004,"DLA","Ground Vehicles",4286738,"Products"
"2211",2004,"DLA","Launchers & Munitions",1816453,"Products"
"2212",2004,"DLA","Fuels",63026,"Products"
"2213",2004,"MDA","Adv. Component Dev. & Prototypes (6.4)",165745698,"R&D"
"2214",2004,"MDA","Adv. Technology Dev. (6.3)",357026724,"R&D"
"2215",2004,"Navy","Missiles & Space",6801996,"Products"
"2216",2004,"Navy","Adv. Component Dev. & Prototypes (6.4)",174655145,"R&D"
"2217",2004,"Navy","Applied Research (6.2)",418140435,"R&D"
"2218",2004,"Navy","Ships",9667170,"Products"
"2219",2004,"Navy","Adv. Technology Dev. (6.3)",358714195,"R&D"
"2220",2004,"Navy","Other",836940941,"Products"
"2221",2004,"Navy","Clothing & Subsistence",18100226,"Products"
"2222",2004,"Navy","Engines & Power Plants",35751468,"Products"
"2223",2004,"Navy","Ground Vehicles",741197227,"Products"
"2224",2004,"Navy","ICT",-58989,"Services"
"2225",2004,"Navy","Launchers & Munitions",2617447,"Products"
"2226",2004,"Navy","Engines & Power Plants",16890338,"Products"
"2227",2003,"Other DoD","ERS",100895,"Services"
"2228",2003,"Other DoD","Missiles & Space",106889,"Products"
"2229",2003,"Other DoD","PAMS",495961,"Services"
"2230",2004,"Air Force","ERS",2299746055,"Services"
"2231",2004,"Air Force","Operational Systems Dev. (6.7)",602856369,"R&D"
"2232",2004,"Air Force","Engines & Power Plants",225880953,"Products"
"2233",2004,"Air Force","ERS",278015966,"Services"
"2234",2004,"Air Force","Other",247281708,"Products"
"2235",2004,"Air Force","Adv. Component Dev. & Prototypes (6.4)",416870337,"R&D"
"2236",2004,"Air Force","Operational Systems Dev. (6.7)",63006442,"R&D"
"2237",2004,"Air Force","Engines & Power Plants",125906,"Products"
"2238",2004,"Air Force","Other",625815456,"Products"
"2239",2004,"Air Force","PAMS",220415,"Services"
"2240",2004,"Air Force","System Dev. & Demonstration (6.5)",921347,"R&D"
"2241",2004,"Air Force","Adv. Component Dev. & Prototypes (6.4)",185662672,"R&D"
"2242",2004,"Air Force","Applied Research (6.2)",151869023,"R&D"
"2243",2004,"Air Force","MED",82277103,"Services"
"2244",2004,"Air Force","Engines & Power Plants",12846,"Products"
"2245",2004,"Air Force","ERS",2847537,"Services"
"2246",2004,"Air Force","Other",-66611,"Products"
"2247",2004,"Air Force","PAMS",94358276,"Services"
"2248",2004,"Army","Ground Vehicles",871866727,"Products"
"2249",2004,"Army","Basic Research (6.1)",554647548,"R&D"
"2250",2004,"Army","Ground Vehicles",7479183,"Products"
"2251",2004,"Army","Basic Research (6.1)",249148005,"R&D"
"2252",2004,"Army","Operational Systems Dev. (6.7)",127622669,"R&D"
"2253",2004,"Army","Engines & Power Plants",361455,"Products"
"2254",2004,"Army","Missiles & Space",24603170,"Products"
"2255",2004,"Army","Aircraft",40859375,"Products"
"2256",2004,"Army","ICT",234054,"Services"
"2257",2004,"Army","Missiles & Space",9192880,"Products"
"2258",2004,"Army","Basic Research (6.1)",219458410,"R&D"
"2259",2004,"Army","Ships",2004417,"Products"
"2260",2004,"Army","Adv. Technology Dev. (6.3)",218665602,"R&D"
"2261",2004,"Army","Applied Research (6.2)",543433596,"R&D"
"2262",2004,"Army","MED",1274686145,"Services"
"2263",2004,"Army","Engines & Power Plants",14033482,"Products"
"2264",2004,"Army","ERS",29922660,"Services"
"2265",2004,"Army","Fuels",481269,"Products"
"2266",2004,"Army","Aircraft",9119482,"Products"
"2267",2004,"Army","Launchers & Munitions",3313221379,"Products"
"2268",2004,"Army","Missiles & Space",179157466,"Products"
"2269",2004,"Army","PAMS",35970352,"Services"
"2270",2004,"Army","System Dev. & Demonstration (6.5)",349361883,"R&D"
"2271",2004,"DLA","Ground Vehicles",153078320,"Products"
"2272",2004,"DLA","Ships",1946371,"Products"
"2273",2004,"DLA","Ground Vehicles",6097543,"Products"
"2274",2004,"DLA","Engines & Power Plants",2218542,"Products"
"2275",2004,"Army","Clothing & Subsistence",34441583,"Products"
"2276",2004,"Army","System Dev. & Demonstration (6.5)",83353821,"R&D"
"2277",2004,"Army","MED",2456,"Services"
"2278",2004,"Army","Ships",219857,"Products"
"2279",2004,"Army","Ground Vehicles",5831734522,"Products"
"2280",2004,"Army","Operational Systems Dev. (6.7)",16987138,"R&D"
"2281",2004,"Army","Ground Vehicles",1966901,"Products"
"2282",2004,"Army","Launchers & Munitions",87819045,"Products"
"2283",2004,"Army","Missiles & Space",2529470616,"Products"
"2284",2004,"Army","System Dev. & Demonstration (6.5)",34827495,"R&D"
"2285",2004,"Army","PAMS",7086101810,"Services"
"2286",2004,"Army","Engines & Power Plants",3533543,"Products"
"2287",2004,"Army","Basic Research (6.1)",105161521,"R&D"
"2288",2004,"Army","Ships",-2887,"Products"
"2289",2004,"DLA","Launchers & Munitions",43177033,"Products"
"2290",2004,"DLA","Missiles & Space",11397336,"Products"
"2291",2004,"DLA","Ships",602964,"Products"
"2292",2004,"DLA","Fuels",28732391,"Products"
"2293",2004,"DLA","Ground Vehicles",244548,"Products"
"2294",2004,"DLA","Launchers & Munitions",142705,"Products"
"2295",2004,"DLA","Missiles & Space",2316626,"Products"
"2296",2004,"DLA","PAMS",306379655,"Services"
"2297",2004,"DLA","Aircraft",655399,"Products"
"2298",2004,"DLA","Engines & Power Plants",4512332,"Products"
"2299",2004,"MDA","ERS",0,"Services"
"2300",2004,"MDA","Adv. Component Dev. & Prototypes (6.4)",2519025,"R&D"
"2301",2004,"MDA","System Dev. & Demonstration (6.5)",314878,"R&D"
"2302",2004,"MilitaryHealth","MED",6449253996,"Services"
"2303",2004,"Navy","Aircraft",7792389144,"Products"
"2304",2004,"Navy","Clothing & Subsistence",4758914,"Products"
"2305",2004,"Navy","ERS",123353258,"Services"
"2306",2004,"Navy","Launchers & Munitions",158454151,"Products"
"2307",2004,"Navy","Other",318901594,"Products"
"2308",2004,"Navy","Adv. Component Dev. & Prototypes (6.4)",248638029,"R&D"
"2309",2004,"Navy","System Dev. & Demonstration (6.5)",601782070,"R&D"
"2310",2004,"Navy","PAMS",2993745,"Services"
"2311",2004,"Navy","Aircraft",18736088,"Products"
"2312",2004,"Navy","Electronics & Communications",8655134,"Products"
"2313",2004,"Navy","PAMS",460553150,"Services"
"2314",2004,"Navy","Other",1191505573,"Products"
"2315",2004,"Navy","PAMS",815909423,"Services"
"2316",2004,"Navy","Adv. Technology Dev. (6.3)",820227065,"R&D"
"2317",2004,"Navy","ERS",96484960,"Services"
"2318",2004,"Navy","FRS&C",137255,"Services"
"2319",2004,"Navy","Other",19025629,"Products"
"2320",2004,"Navy","Adv. Component Dev. & Prototypes (6.4)",45094943,"R&D"
"2321",2004,"Navy","Operational Systems Dev. (6.7)",11216849,"R&D"
"2322",2004,"Other DoD","Clothing & Subsistence",240168,"Products"
"2323",2004,"Other DoD","Applied Research (6.2)",944634,"R&D"
"2324",2004,"Army","Electronics & Communications",73160112,"Products"
"2325",2004,"Army","Adv. Component Dev. & Prototypes (6.4)",52701363,"R&D"
"2326",2004,"DLA","Aircraft",762034414,"Products"
"2327",2004,"DLA","Missiles & Space",3053359,"Products"
"2328",2004,"DLA","PAMS",312862,"Services"
"2329",2004,"DLA","FRS&C",521921276,"Services"
"2330",2004,"DLA","Ships",91623,"Products"
"2331",2004,"DLA","Aircraft",57006,"Products"
"2332",2004,"DLA","Engines & Power Plants",3675009,"Products"
"2333",2004,"DLA","Clothing & Subsistence",7432687544,"Products"
"2334",2004,"DLA","Fuels",8153951627,"Products"
"2335",2004,"MDA","Aircraft",10474442,"Products"
"2336",2004,"MDA","Ground Vehicles",31922,"Products"
"2337",2004,"MilitaryHealth","Electronics & Communications",608277,"Products"
